FASTA_NAME	Gs(U)_NO_ALA_N2	Gs(U)_NO_AHR_N2	Gs(U)_NO_AHR_Ar	Gs(U)_NO_AHR_K	Gs(U)_NO_AHR_SI50	Gs(U)_NO_PRT_N2	Gs(U)_NO_PRT_Ar	Gs(U)_NO_PRT_K	Gs(U)_NO_PRT_SI50	Mw_NO_ALA_N2	Mw_NO_AHR_N2	Mw_NO_AHR_Ar	Mw_NO_AHR_K	Mw_NO_AHR_SI50	Mw_NO_PRT_N2	Mw_NO_PRT_Ar	Mw_NO_PRT_K	Mw_NO_PRT_SI50
seq581	742.96	7,103.55	-54.73	6,703.88	0.35	9,712.49	-73.55	33,821.31	0.48	284.00	1,387.06	117.44	11,930.87	0.29	2,015.77	115.31	29,012.10	0.44
seq582	1,554.01	9,353.48	-70.32	23,296.02	0.31	14,411.66	-70.23	152,980.18	0.43	594.03	1,863.31	110.32	38,083.12	0.26	2,941.67	112.41	167,089.80	0.38
seq583	1,286.85	7,338.27	-51.78	9,071.57	0.34	10,064.71	-84.49	62,893.30	0.45	491.90	1,501.89	109.80	15,873.15	0.30	2,234.45	108.13	59,918.49	0.42
seq584	587.36	6,036.76	-276.25	3,831.81	0.37	8,554.06	-107.99	14,115.20	0.51	224.52	1,101.35	118.69	5,132.40	0.25	1,622.91	113.83	17,590.58	0.43
seq585	616.03	4,025.65	-256.97	1,000.13	0.44	5,762.90	-117.82	3,034.67	0.60	235.48	778.28	113.36	1,321.45	0.34	1,131.46	113.44	4,121.47	0.52
seq586	1,903.27	16,579.96	-121.30	205,640.33	0.28	24,710.79	-50.91	13,869,311.97	0.36	727.53	3,221.75	116.19	329,785.81	0.23	5,362.19	112.38	10,634,919.40	0.33
seq587	2,236.61	16,658.62	-83.42	215,496.91	0.28	24,481.92	-47.25	10,854,741.89	0.36	854.95	3,294.68	113.83	367,267.66	0.23	5,368.49	111.33	9,276,543.46	0.33
seq588	643.42	5,965.98	-173.08	3,702.66	0.37	8,482.21	-192.46	12,264.13	0.51	245.95	1,131.20	117.61	5,607.71	0.28	1,627.78	118.31	13,492.64	0.45
seq589	1,352.21	9,355.68	-157.36	26,616.80	0.32	13,837.48	-115.24	219,710.18	0.42	516.89	1,868.93	113.77	37,370.72	0.27	3,069.58	109.80	185,283.88	0.38
seq590	669.70	5,752.70	-127.53	2,854.29	0.39	8,506.36	-91.02	17,080.73	0.52	255.99	1,084.42	115.76	4,571.99	0.34	1,689.57	116.58	15,766.06	0.46
seq591	616.03	6,218.80	-274.53	4,135.11	0.37	8,842.90	-216.92	16,541.74	0.50	235.48	1,121.15	117.28	5,336.48	0.28	1,723.16	115.67	16,314.17	0.44
seq592	909.94	11,650.70	-214.98	44,010.44	0.28	16,214.46	-95.82	191,312.00	0.41	347.83	2,090.02	119.39	61,876.10	0.19	3,198.15	117.57	166,538.10	0.36
seq593	491.42	3,436.34	-256.27	529.24	0.50	5,166.62	-244.48	3,532.36	0.55	187.85	666.65	113.52	677.56	0.45	1,092.27	111.60	3,383.40	0.55
seq594	454.97	5,070.15	-310.12	2,402.96	0.42	7,177.39	-213.34	6,633.53	0.54	173.91	965.69	120.40	3,137.62	0.29	1,447.71	113.71	8,300.38	0.45
seq595	871.20	5,332.65	-201.04	2,470.32	0.39	7,955.95	-152.52	11,555.15	0.52	333.02	999.29	109.59	3,274.22	0.31	1,554.17	111.11	15,167.45	0.47
seq596	525.35	5,645.20	-121.14	2,347.81	0.38	8,321.32	-153.68	13,666.20	0.51	200.82	1,037.09	118.39	3,933.75	0.30	1,612.01	116.59	13,855.65	0.47
seq597	830.65	5,623.63	-85.01	3,265.55	0.39	8,154.42	-98.37	18,761.92	0.51	317.52	1,137.86	113.77	5,478.26	0.34	1,728.26	113.31	18,647.82	0.47
seq598	669.70	5,842.86	-242.40	3,662.58	0.40	8,913.71	-80.35	18,299.41	0.51	255.99	1,103.69	116.55	5,203.40	0.28	1,734.44	114.13	17,738.31	0.43
seq599	909.94	5,832.11	-226.98	3,829.77	0.37	9,014.88	-113.37	19,425.01	0.49	347.83	1,112.84	112.09	5,194.95	0.28	1,758.91	111.31	23,551.32	0.45
seq600	262.68	2,964.70	-302.77	290.06	0.54	3,971.77	-191.51	963.48	0.68	100.41	561.69	118.36	397.00	0.44	859.20	116.54	842.40	0.62
seq601	643.42	5,174.55	-112.37	1,614.97	0.38	7,375.01	-115.92	9,517.58	0.53	245.95	935.37	113.95	2,585.47	0.32	1,441.41	113.80	9,213.59	0.49
seq602	525.35	4,047.11	-358.15	833.27	0.40	5,406.95	-310.57	2,521.57	0.58	200.82	728.70	115.82	1,045.89	0.35	1,060.60	114.89	2,874.38	0.54
seq603	643.42	5,138.02	-154.60	1,806.85	0.39	7,243.54	-115.09	10,176.81	0.52	245.95	953.21	115.24	2,825.18	0.33	1,434.89	113.29	9,298.69	0.49
seq604	491.42	5,583.31	-158.96	2,074.87	0.39	7,501.78	-125.75	10,076.77	0.53	187.85	1,001.41	118.39	3,368.16	0.31	1,458.62	114.68	8,964.15	0.48
seq605	742.96	5,700.22	-196.68	3,341.68	0.41	8,706.60	-135.62	17,047.04	0.52	284.00	1,101.44	114.60	4,781.30	0.35	1,727.97	114.30	19,098.62	0.47
seq606	928.70	5,780.44	-231.64	3,807.28	0.37	9,377.12	-135.67	22,786.69	0.49	355.00	1,105.63	111.18	4,763.08	0.32	1,816.61	108.85	31,908.97	0.44
seq607	890.78	5,558.64	-179.40	2,979.47	0.37	9,153.21	-118.67	23,137.71	0.48	340.50	1,057.24	111.17	3,979.08	0.31	1,788.78	107.71	30,366.60	0.44
seq608	525.35	4,919.76	-285.40	1,798.45	0.41	6,998.97	-161.14	6,470.47	0.55	200.82	905.01	118.18	2,426.17	0.30	1,340.21	114.58	7,556.85	0.47
seq609	2,400.29	16,460.12	-64.81	199,424.82	0.27	24,499.07	-45.24	10,573,238.91	0.36	917.52	3,239.44	112.24	342,351.15	0.23	5,345.57	110.60	9,011,375.23	0.33
seq610	643.42	4,765.49	-125.17	1,300.96	0.43	7,217.02	-109.03	6,925.12	0.54	245.95	881.47	112.53	2,080.54	0.36	1,367.43	110.61	9,351.82	0.49
seq611	809.62	6,477.48	-156.32	5,382.05	0.39	9,888.82	-98.03	39,543.86	0.48	309.48	1,255.75	115.20	8,593.69	0.27	2,038.30	113.62	33,256.17	0.43
seq612	616.03	4,861.19	-77.14	1,925.10	0.38	6,614.18	-87.37	8,310.35	0.53	235.48	991.52	116.56	3,186.57	0.36	1,409.20	110.42	10,592.41	0.49
seq613	415.33	4,392.08	-392.35	1,197.00	0.43	5,790.55	-140.77	3,234.32	0.56	158.76	802.89	120.98	1,564.91	0.31	1,125.20	107.87	5,721.62	0.49
seq614	1,114.44	8,226.47	-59.35	13,317.91	0.34	12,599.07	-82.50	83,914.13	0.45	426.00	1,639.87	114.16	22,920.96	0.29	2,542.98	114.28	86,422.56	0.41
seq615	719.37	5,849.18	-106.49	3,080.39	0.37	8,420.94	-58.68	23,159.14	0.50	274.98	1,106.57	115.36	5,134.90	0.30	1,798.33	114.23	18,105.73	0.46
seq616	809.62	5,277.68	-225.05	2,525.04	0.39	7,925.73	-69.84	14,686.80	0.49	309.48	1,001.62	112.25	3,472.28	0.29	1,592.40	106.22	21,250.28	0.45
seq617	1,520.35	9,465.81	-26.26	22,422.40	0.30	14,048.58	-85.08	137,431.51	0.42	581.16	1,885.19	110.93	39,299.15	0.26	2,870.67	112.00	150,072.89	0.39
seq618	262.68	4,483.34	-326.87	1,199.85	0.42	5,957.14	-187.88	3,129.30	0.57	100.41	800.66	121.30	1,420.58	0.29	1,133.37	118.64	2,400.27	0.48
seq619	491.42	3,993.46	-146.67	742.99	0.49	6,695.41	-54.90	5,904.01	0.56	187.85	758.48	115.10	1,231.06	0.38	1,255.27	109.81	8,212.04	0.49
seq620	669.70	3,918.78	-172.37	802.65	0.45	6,492.90	-50.90	5,451.16	0.55	255.99	752.82	109.36	1,178.39	0.41	1,238.42	108.76	7,880.24	0.49
seq621	669.70	3,918.78	-172.37	802.65	0.45	6,475.27	-52.25	5,405.14	0.55	255.99	752.82	109.36	1,178.39	0.41	1,237.22	108.65	7,917.15	0.49
seq622	557.22	3,696.30	-206.19	652.15	0.49	6,451.56	-58.18	5,671.16	0.55	213.00	703.02	111.55	931.83	0.44	1,226.18	107.55	8,217.16	0.49
seq623	830.65	5,157.72	-88.53	2,364.47	0.40	8,095.84	-124.25	16,494.17	0.51	317.52	1,036.43	111.79	3,693.93	0.35	1,674.36	112.67	17,926.84	0.48
seq624	454.97	5,057.27	-250.32	2,042.42	0.43	7,539.80	-136.92	11,306.93	0.54	173.91	957.44	120.26	2,831.10	0.34	1,540.65	118.13	8,235.44	0.48
seq625	742.96	4,345.03	-206.57	1,141.50	0.39	6,369.53	-130.30	5,058.98	0.55	284.00	807.03	108.87	1,454.90	0.32	1,237.13	109.78	6,639.47	0.49
seq626	928.70	6,868.50	-132.94	6,448.35	0.34	10,580.72	-26.37	44,301.36	0.46	355.00	1,304.63	113.57	9,438.78	0.28	2,080.04	108.82	50,489.59	0.41
seq627	788.03	4,005.61	-79.21	748.81	0.38	6,214.13	-103.41	5,188.00	0.54	301.23	756.11	104.71	1,080.91	0.34	1,223.68	107.80	7,131.25	0.50
seq628	788.03	4,622.47	-152.69	1,610.17	0.40	7,114.72	-136.22	7,850.44	0.52	301.23	906.49	110.41	2,266.84	0.33	1,360.69	111.34	10,122.33	0.47
seq629	1,083.04	8,850.53	-200.81	17,361.87	0.31	12,177.83	-153.60	58,144.95	0.45	414.00	1,648.98	115.52	24,887.65	0.23	2,397.26	116.21	60,455.56	0.39
seq630	371.48	3,885.30	-276.26	925.26	0.42	6,084.37	-16.14	4,293.60	0.57	142.00	752.28	120.55	1,123.62	0.39	1,189.28	113.59	4,858.66	0.52
seq631	1,174.72	8,948.43	-185.93	20,004.76	0.31	13,243.91	-70.19	109,272.26	0.44	449.04	1,710.65	114.56	28,266.61	0.25	2,721.64	114.41	102,834.80	0.39
seq632	415.33	3,104.58	-149.03	356.46	0.50	4,863.15	-104.81	2,461.74	0.62	158.76	611.63	115.59	566.40	0.41	1,029.41	112.64	2,213.59	0.57
seq633	2,767.46	13,577.66	-97.16	125,380.79	0.26	18,418.39	-79.56	-4,145,154.16	0.36	1,057.88	2,852.09	107.42	196,936.92	0.23	4,176.85	102.63	-4,694,465.25	0.34
seq634	454.97	5,643.90	-184.09	2,801.24	0.40	7,310.76	-101.51	12,020.60	0.53	173.91	1,054.53	119.86	4,165.54	0.30	1,538.37	114.98	8,523.50	0.46
seq635	1,017.34	12,342.79	27.89	42,562.90	0.27	16,866.33	-20.93	353,784.75	0.39	388.88	2,290.07	117.12	75,534.52	0.23	3,520.76	114.40	222,680.58	0.35
seq636	890.78	5,270.22	-213.31	2,592.28	0.39	7,971.78	-99.75	15,469.59	0.50	340.50	1,024.12	110.84	3,702.09	0.31	1,608.58	106.13	19,698.89	0.46
seq637	982.84	6,405.94	-243.06	4,884.97	0.35	8,706.36	-196.10	14,685.03	0.49	375.70	1,182.96	111.15	6,500.35	0.26	1,670.41	113.07	20,098.04	0.43
seq638	871.20	8,369.14	-123.19	12,736.37	0.33	11,501.81	-115.36	128,719.31	0.41	333.02	1,608.89	118.04	21,145.84	0.27	2,571.97	109.89	81,177.48	0.38
seq639	694.98	7,181.32	-224.94	8,103.53	0.35	9,835.19	-72.13	27,909.71	0.49	265.66	1,359.11	119.17	11,324.59	0.27	1,978.90	116.47	25,372.82	0.41
seq640	262.68	3,067.19	-212.19	286.42	0.55	4,539.01	-80.48	1,203.70	0.63	100.41	569.56	120.23	444.18	0.40	836.91	109.85	1,952.88	0.59
seq641	1,114.44	7,427.57	46.17	6,469.91	0.35	11,480.01	131.03	78,608.82	0.44	426.00	1,443.94	110.81	14,221.54	0.29	2,347.67	108.64	71,792.25	0.39
seq642	871.20	4,204.13	-108.92	925.44	0.39	5,967.58	-29.61	7,817.26	0.52	333.02	814.99	104.51	1,505.47	0.35	1,280.94	103.03	8,731.68	0.48
seq643	643.42	4,945.73	-203.40	1,725.49	0.39	6,730.91	-120.20	7,191.09	0.51	245.95	908.69	114.18	2,434.35	0.29	1,320.61	105.12	10,805.22	0.45
seq644	890.78	5,948.31	-187.46	3,322.88	0.37	9,930.80	-165.17	22,020.69	0.48	340.50	1,089.44	111.01	4,771.44	0.28	1,851.17	113.47	30,212.55	0.43
seq645	830.65	4,075.21	-87.07	976.69	0.42	6,261.12	-23.79	6,816.39	0.54	317.52	826.55	106.21	1,614.19	0.39	1,258.15	105.78	9,462.15	0.50
seq646	371.48	4,262.03	-175.73	933.18	0.44	5,761.13	-208.87	1,857.20	0.58	142.00	788.68	119.07	1,436.19	0.30	1,034.33	119.75	2,748.33	0.50
seq647	321.71	4,184.41	-93.97	743.11	0.43	6,662.35	-132.15	5,566.06	0.54	122.98	776.22	120.17	1,251.98	0.36	1,255.65	111.33	8,012.92	0.49
seq648	262.68	4,083.51	-121.75	669.67	0.44	6,451.00	-115.19	5,737.20	0.55	100.41	755.04	121.66	1,139.92	0.35	1,244.27	111.59	7,356.38	0.50
seq649	788.03	4,810.03	-60.92	1,439.68	0.40	6,763.75	-71.90	6,953.33	0.55	301.23	912.74	108.90	2,410.13	0.31	1,367.87	112.61	7,712.12	0.48
seq650	1,189.32	7,451.79	31.78	7,887.13	0.34	12,632.29	-35.03	142,320.90	0.43	454.62	1,486.87	109.42	15,796.44	0.29	2,756.79	111.11	106,933.95	0.40
seq651	587.36	3,782.58	-168.12	754.48	0.47	5,098.18	-210.94	1,473.96	0.61	224.52	745.59	112.52	1,150.15	0.34	970.42	115.42	2,659.48	0.55
seq652	1,144.98	11,132.23	-148.98	42,399.38	0.31	16,208.29	-91.70	276,984.87	0.41	437.67	2,136.45	117.54	66,278.00	0.25	3,390.51	114.00	240,117.68	0.37
seq653	415.33	2,530.38	-121.81	132.57	0.57	4,484.60	-266.10	830.54	0.61	158.76	480.93	110.50	230.41	0.49	818.58	116.43	1,236.25	0.59
seq654	616.03	4,267.08	-266.23	1,006.10	0.40	5,744.08	-100.27	3,305.79	0.57	235.48	770.90	112.33	1,282.17	0.31	1,129.12	111.52	4,140.05	0.51
seq655	694.98	4,652.31	-210.61	1,642.42	0.41	6,835.78	-129.28	7,212.00	0.55	265.66	901.98	113.83	2,229.36	0.35	1,386.46	112.55	9,060.63	0.49
seq656	371.48	3,212.15	-342.01	488.41	0.53	4,673.35	-153.48	2,154.38	0.62	142.00	628.78	116.93	584.58	0.41	987.74	110.25	2,588.15	0.58
seq657	587.36	5,299.94	-234.66	2,013.81	0.39	7,010.70	-172.05	7,099.02	0.53	224.52	958.30	117.02	2,861.65	0.32	1,355.94	113.67	7,950.23	0.49
seq658	557.22	5,057.16	-173.78	1,744.80	0.40	6,936.28	-126.01	7,469.91	0.54	213.00	936.26	117.15	2,646.68	0.33	1,383.47	113.27	8,609.32	0.49
seq659	742.96	5,267.72	-95.42	2,048.72	0.37	7,193.87	-65.93	8,223.18	0.52	284.00	982.18	111.92	3,236.59	0.28	1,383.19	110.64	10,725.54	0.44
seq660	1,017.34	7,620.14	-97.21	10,356.16	0.32	11,021.10	-120.70	46,147.41	0.46	388.88	1,504.96	114.75	17,011.57	0.27	2,191.27	113.08	57,755.45	0.41
seq661	1,114.44	9,521.47	-203.37	21,995.95	0.31	12,638.97	-81.77	73,202.44	0.43	426.00	1,768.95	116.34	33,308.60	0.22	2,420.21	110.97	93,703.71	0.36
seq662	719.37	8,562.10	-245.13	15,422.43	0.34	12,035.81	-149.11	71,045.40	0.46	274.98	1,603.69	120.02	21,188.04	0.26	2,484.50	117.20	53,089.43	0.40
seq663	1,300.18	7,886.23	-77.09	12,776.03	0.34	11,761.41	-89.56	76,066.08	0.46	497.00	1,620.24	111.92	21,823.59	0.29	2,508.24	113.07	77,412.16	0.41
seq664	1,114.44	9,629.47	-198.85	24,686.81	0.32	13,458.73	-67.93	105,021.36	0.44	426.00	1,823.75	116.65	36,282.08	0.25	2,714.59	113.68	108,301.32	0.38
seq665	788.03	7,016.85	-152.41	6,941.02	0.38	10,254.36	-102.68	37,526.20	0.48	301.23	1,359.77	117.13	11,654.26	0.28	2,098.02	115.51	30,178.40	0.41
seq666	1,273.37	10,343.45	-149.47	31,906.96	0.29	14,730.59	-76.57	144,531.67	0.42	486.75	1,961.64	115.50	48,760.18	0.23	2,963.22	114.85	141,388.90	0.37
seq667	321.71	4,362.87	-299.68	1,294.00	0.43	5,910.66	-180.05	4,393.95	0.58	122.98	825.83	122.16	1,687.30	0.29	1,269.23	121.02	3,160.42	0.51
seq668	694.98	4,929.21	-169.36	1,974.93	0.41	7,376.02	-173.25	10,713.25	0.53	265.66	965.19	114.72	2,989.63	0.33	1,523.44	114.40	11,246.29	0.49
seq669	1,829.33	12,864.18	-52.82	69,114.93	0.29	19,124.20	-65.63	611,737.31	0.39	699.27	2,487.22	112.47	119,829.13	0.24	4,075.47	113.03	512,544.51	0.35
seq670	694.98	4,666.38	-158.10	1,327.84	0.42	6,903.83	-109.57	7,143.36	0.54	265.66	883.49	112.51	2,189.38	0.32	1,355.87	112.10	8,650.52	0.49
seq671	525.35	7,814.51	-145.07	8,893.85	0.33	11,458.35	-62.01	76,331.05	0.45	200.82	1,449.35	121.17	13,520.23	0.26	2,442.75	115.15	50,251.39	0.41
seq672	947.09	6,952.13	-146.99	8,732.68	0.36	10,472.26	-92.14	66,021.27	0.46	362.03	1,429.15	115.76	13,575.80	0.31	2,326.33	109.89	64,827.99	0.42
seq673	371.48	4,478.17	-213.16	1,324.16	0.45	6,161.80	-79.54	3,997.52	0.58	142.00	857.45	118.88	1,849.01	0.34	1,178.53	113.59	5,000.15	0.50
seq674	454.97	4,156.71	-244.73	1,114.83	0.45	6,456.52	-157.70	4,689.67	0.59	173.91	801.49	117.73	1,434.83	0.39	1,278.30	117.12	5,187.47	0.52
seq675	742.96	4,989.62	-226.10	2,033.59	0.40	6,425.92	-78.56	5,766.99	0.54	284.00	935.99	111.84	2,708.32	0.29	1,261.91	107.83	7,822.79	0.46
seq676	1,414.55	6,019.83	-84.81	5,483.05	0.33	9,437.49	-108.42	62,193.28	0.45	540.72	1,276.44	103.47	7,879.11	0.28	2,229.47	107.60	57,366.55	0.42
seq677	491.42	5,007.84	-331.57	1,869.69	0.40	6,958.21	-207.45	6,514.85	0.55	187.85	919.20	120.21	2,579.51	0.31	1,369.96	115.48	8,477.28	0.49
seq678	1,339.39	10,197.87	-74.29	28,299.29	0.33	14,927.45	-67.98	227,098.13	0.42	511.99	2,006.09	114.37	52,209.35	0.27	3,161.17	111.98	205,041.56	0.38
seq679	669.70	5,200.14	-246.49	1,982.45	0.38	6,956.83	-143.37	8,641.91	0.52	255.99	945.54	115.02	2,750.22	0.32	1,406.97	112.16	9,767.84	0.47
seq680	809.62	5,335.18	-72.45	2,243.04	0.39	7,213.50	-88.01	17,519.55	0.50	309.48	1,019.30	110.86	3,736.95	0.29	1,602.44	111.02	13,242.27	0.46
seq681	909.94	5,938.48	-12.19	3,503.83	0.38	9,010.80	-30.10	29,870.32	0.50	347.83	1,204.25	112.45	6,866.90	0.33	1,889.08	111.23	32,419.47	0.44
seq682	616.03	4,115.56	-91.04	778.98	0.44	6,072.90	-63.89	4,794.80	0.58	235.48	786.81	112.28	1,374.82	0.37	1,229.38	113.82	5,111.60	0.50
seq683	2,761.22	21,640.10	-58.69	-674,588.54	0.25	31,474.78	-48.24	1,378,649,648.45	0.34	1,055.49	4,254.12	114.74	-1,224,950.17	0.21	6,715.20	111.60	1,180,878,926.41	0.31
seq684	616.03	4,345.51	-257.39	1,273.61	0.42	7,851.34	-195.54	7,661.26	0.53	235.48	819.45	113.52	1,658.67	0.28	1,458.53	117.22	9,929.27	0.46
seq685	557.22	5,331.31	-173.20	2,193.30	0.40	7,830.04	-72.00	12,068.38	0.52	213.00	1,000.32	118.01	3,666.58	0.36	1,550.23	112.99	14,164.65	0.45
seq686	643.42	5,118.55	-180.29	1,958.98	0.41	7,812.25	-67.48	12,306.34	0.52	245.95	971.55	115.82	3,264.21	0.36	1,544.86	112.32	14,395.85	0.46
seq687	616.03	5,396.08	-97.68	2,020.40	0.40	7,515.91	-59.03	13,862.41	0.53	235.48	1,004.26	115.74	3,367.03	0.33	1,572.46	112.74	11,980.32	0.48
seq688	321.71	3,163.85	-104.19	365.76	0.55	5,138.75	-124.90	1,772.91	0.59	122.98	629.18	117.50	615.94	0.51	950.52	111.59	2,664.33	0.55
seq689	1,326.45	12,073.43	-233.12	77,048.12	0.29	17,896.53	-120.69	381,604.67	0.40	507.04	2,392.28	118.13	103,888.59	0.23	3,710.66	112.04	427,986.56	0.35
seq690	2,646.39	17,492.89	-88.19	265,915.99	0.26	25,533.45	-60.85	-81,260,115.14	0.36	1,011.59	3,447.48	112.15	436,349.47	0.22	5,513.45	110.84	-80,093,323.61	0.33
seq691	2,646.39	17,468.61	-87.48	264,151.52	0.26	25,549.59	-60.04	-81,333,229.94	0.36	1,011.59	3,443.05	112.13	434,429.58	0.22	5,512.04	110.80	-80,353,651.46	0.33
seq692	1,034.16	8,072.41	-109.69	11,554.96	0.34	10,957.36	-85.06	59,375.56	0.46	395.31	1,541.12	113.84	18,385.41	0.28	2,255.84	111.59	56,897.44	0.41
seq693	742.96	5,958.69	-61.69	3,175.47	0.36	9,152.76	-35.65	25,032.30	0.48	284.00	1,124.30	114.07	5,527.82	0.28	1,821.63	110.41	29,053.17	0.43
seq694	871.20	6,831.45	-148.52	7,133.19	0.36	10,412.98	-102.73	36,289.30	0.47	333.02	1,340.82	115.20	10,945.89	0.28	2,082.39	114.44	39,415.24	0.42
seq695	669.70	4,392.92	-216.87	1,316.31	0.43	6,863.39	-124.65	7,434.58	0.55	255.99	847.21	112.72	1,844.29	0.31	1,373.32	110.28	8,587.66	0.49
seq696	719.37	4,930.54	-179.43	1,718.67	0.41	6,865.38	-146.10	7,280.29	0.54	274.98	930.39	112.91	2,575.09	0.32	1,394.77	111.50	8,653.27	0.50
seq697	809.62	7,245.97	-146.88	7,169.66	0.36	9,964.27	-86.19	46,305.50	0.47	309.48	1,361.81	116.32	10,974.44	0.30	2,143.51	110.83	42,328.09	0.43
seq698	321.71	4,187.17	-157.86	950.69	0.43	6,058.64	-165.99	3,078.07	0.59	122.98	802.13	121.28	1,402.19	0.35	1,143.92	118.25	3,817.39	0.52
seq699	890.78	7,531.70	-264.31	8,164.82	0.33	9,658.70	-150.68	22,850.09	0.48	340.50	1,346.23	115.21	11,221.00	0.23	1,861.06	113.79	27,529.91	0.41
seq700	557.22	3,974.46	-16.97	861.67	0.42	5,747.79	-113.96	13,277.22	0.49	213.00	921.85	119.05	2,469.59	0.38	1,422.35	109.15	11,239.21	0.47
seq701	909.94	5,668.19	-172.91	3,369.99	0.35	8,544.73	-76.90	18,724.84	0.50	347.83	1,088.60	111.34	4,628.99	0.30	1,695.01	108.21	24,745.85	0.45
seq702	742.96	3,793.06	-153.64	720.31	0.43	6,716.78	-190.17	5,343.22	0.55	284.00	737.63	105.48	988.48	0.39	1,274.15	113.21	7,084.33	0.50
seq703	415.33	3,999.55	-322.83	775.02	0.44	5,031.98	-207.99	1,658.23	0.61	158.76	723.30	118.86	1,055.61	0.34	953.07	114.72	2,046.07	0.55
seq704	415.33	3,706.57	-275.86	570.61	0.44	4,876.50	-195.28	1,733.51	0.59	158.76	695.02	119.15	912.87	0.38	946.05	112.11	2,270.55	0.56
seq705	491.42	4,835.40	-258.94	1,765.42	0.43	7,140.56	-186.53	6,383.54	0.54	187.85	904.01	118.19	2,402.25	0.31	1,407.99	114.06	7,706.71	0.46
seq706	321.71	3,933.66	-186.55	787.30	0.50	5,099.43	-121.39	2,873.60	0.61	122.98	757.30	118.50	1,028.28	0.41	1,055.12	112.29	3,226.45	0.57
seq707	694.98	7,987.47	-236.41	10,709.90	0.31	11,401.76	-78.64	40,604.33	0.46	265.66	1,446.76	118.86	14,302.59	0.25	2,171.19	115.88	41,149.76	0.39
seq708	694.98	5,325.54	-23.68	1,878.03	0.38	8,225.53	-81.53	13,023.53	0.51	265.66	1,003.80	113.17	3,601.51	0.35	1,602.53	115.31	13,944.71	0.46
seq709	616.03	6,558.39	-131.81	4,476.51	0.35	9,968.57	-25.51	35,672.48	0.47	235.48	1,203.74	117.81	6,969.29	0.27	1,971.50	112.74	32,332.30	0.42
seq710	262.68	2,802.46	-179.88	270.48	0.60	4,456.04	-217.09	1,346.04	0.69	100.41	575.92	118.70	407.07	0.50	920.68	120.42	1,174.67	0.62
seq711	909.94	5,780.34	-14.35	2,600.69	0.36	7,323.41	-15.58	10,433.10	0.50	347.83	1,089.95	109.37	4,830.01	0.27	1,452.48	107.09	14,386.89	0.43
seq712	669.70	5,195.32	-247.51	1,663.57	0.36	6,562.23	-186.82	5,495.01	0.53	255.99	898.33	112.75	2,346.18	0.29	1,262.98	109.66	6,655.03	0.48
seq713	742.96	5,068.70	-227.24	2,091.73	0.40	7,313.03	-82.21	9,937.73	0.53	284.00	946.83	112.32	2,816.86	0.29	1,424.47	107.78	13,460.58	0.46
seq714	694.98	4,685.70	-235.87	1,397.31	0.40	6,146.64	-145.55	4,705.25	0.54	265.66	858.00	112.02	1,895.01	0.31	1,192.23	111.18	4,932.17	0.49
seq715	719.37	4,632.15	-252.39	1,405.75	0.40	5,968.27	-158.33	4,296.00	0.55	274.98	857.29	111.73	1,856.08	0.33	1,186.28	110.56	5,055.05	0.51
seq716	1,067.00	6,393.15	61.83	3,539.19	0.31	8,726.71	-46.17	30,172.31	0.45	407.86	1,213.86	107.78	7,078.83	0.27	1,846.68	109.45	29,773.55	0.44
seq717	719.37	3,976.34	-105.53	690.93	0.42	6,939.36	-220.28	5,166.05	0.55	274.98	747.05	107.07	1,077.19	0.35	1,327.01	117.99	5,979.75	0.50
seq718	1,144.98	6,512.77	-42.69	5,051.34	0.36	9,524.57	-8.75	38,860.60	0.47	437.67	1,283.67	108.51	8,845.04	0.29	1,980.97	107.98	43,873.24	0.43
seq719	587.36	5,456.53	-209.77	2,703.42	0.42	7,425.33	-186.00	10,381.14	0.54	224.52	1,030.94	115.82	3,718.05	0.32	1,508.36	117.25	7,930.03	0.47
seq720	525.35	4,472.71	-286.52	1,253.82	0.43	6,137.88	-120.90	4,300.55	0.55	200.82	825.39	117.15	1,633.36	0.34	1,182.01	107.18	7,859.23	0.51
seq721	809.62	4,772.38	-125.26	1,693.77	0.39	7,415.03	-129.89	8,834.62	0.52	309.48	931.38	110.12	2,589.48	0.31	1,454.22	112.60	11,044.48	0.48
seq722	415.33	4,157.68	-281.63	1,008.38	0.42	5,624.99	-143.05	3,211.15	0.59	158.76	778.32	119.98	1,324.05	0.36	1,127.73	113.45	3,919.90	0.54
seq723	491.42	2,687.56	-124.93	321.20	0.47	4,049.60	-185.23	1,945.04	0.62	187.85	598.05	110.29	491.43	0.47	928.94	109.40	1,721.93	0.57
seq724	491.42	4,244.91	-278.71	1,676.61	0.39	7,207.84	-94.99	10,895.71	0.51	187.85	887.81	120.28	2,277.71	0.32	1,534.10	111.82	12,226.66	0.48
seq725	669.70	4,594.41	-87.78	959.74	0.41	6,624.19	-153.14	5,222.75	0.55	255.99	845.92	111.60	1,807.88	0.35	1,288.61	114.32	6,277.40	0.51
seq726	1,619.24	8,484.53	-31.57	17,623.58	0.31	12,697.17	-78.31	180,516.66	0.41	618.96	1,754.81	107.42	29,745.15	0.27	2,792.38	105.12	194,204.56	0.38
seq727	643.42	4,923.37	-179.63	1,614.03	0.43	7,224.70	-120.79	8,104.08	0.54	245.95	910.64	113.52	2,425.36	0.32	1,404.95	112.38	9,402.98	0.48
